skill_level,cooking_time,prep_time,serves,carbohydrate,kcal,protein,salt,saturatedfat,fat,sugar,ingredients
Easy,0,0,2,49,988,67,1.65,28,59,0,baking potato olive oil thyme leaf goat's cheese crÃ¨me fraÃ®che peppercorn sirloin steak watercress
Easy,300,1800,2,63,506,39,3.68,3,12,4,rice noodle groundnut oil garlic clove ginger mushroom shrimp pork mince rice wine soy sauce soy sauce vegetable stock sesame oil spring onion coriander
Easy,1800,2100,0,40,412,7,0.6,6,24,2,rapeseed oil beetroot cocoa wholewheat flour plain white flour ground almond xylitol baking powder bicarbonate of soda egg vanilla extract skimmed milk bio-yogurt cocoa xylitol double cream
Easy,900,1800,2,83,540,28,1.2,2,9,40,butternut squash onion olive oil ground cumin chilli flakes chopped tomato red lentil agave syrup white wine vinegar kidney bean fig natural yogurt parsley
Easy,0,0,4,68,612,11,1.8,11,34,4,apple butter pecan maple syrup plain flour baking powder bicarbonate of soda golden caster sugar egg buttermilk butter
Easy,1500,600,4,95,838,30,2.7,15,36,14,garlic clove butter loaf vegetable oil celery onion plain flour whole milk potato mackerel frozen sweetcorn
Easy,4500,600,4,74,603,25,1,4,18,9,cauliflower olive oil mustard seeds banana shallot Portobello mushroom thyme garlic clove red wine young leaf spinach wheatberry vegetable stock hazelnuts pink peppercorn parmesan
Easy,0,900,3,,,,,,,0,stilton butter walnut dried apricot
Easy,1500,300,2,52,405,12,0.3,2,15,18,banana porridge oats cinnamon milk walnut
Easy,4500,900,4,63,378,19,0.3,1,6,11,olive oil onion carrot celery garlic clove lentil cornflour chopped tomato mushroom ketchup oregano vegetable stock cauliflower soya milk nutmeg lasagne
Easy,1800,600,0,40,379,5,0.09,14,24,31,dark chocolate white chocolate unsalted butter golden caster sugar egg plain flour
Easy,1800,900,0,30,294,6,0.14,6,17,17,butter porridge oat sunflower seed sesame seed walnut honey light muscovado sugar ground cinnamon dried cranberries
More effort,5400,1800,0,1,329,33,1.5,6,20,1,duck breast streaky bacon chicken thigh chicken liver game garlic allspice juniper berry parsley Armagnac dry white wine chicken stock butter cornichon
Easy,0,0,4,52,212,1,0.53,,1,22,strawberry blueberry blackberry golden caster sugar bread
Easy,120,300,10,50,366,8,0.28,2,17,18,couscous vegetable stock pine nut dried apricot coriander raisin lemon olive oil
Easy,0,600,6,12,106,3,0.24,2,6,10,olive oil onion garlic clove beetroot balsamic vinegar crÃ¨me fraÃ®che horseradish
More effort,2400,0,4,20,212,22,4.98,1,5,8,fish sauce chicken breast lime sugar pepper chilli cabbage carrot onion mint coriander garlic clove chilli caster sugar fish sauce rice vinegar mint peanut
Easy,720,900,0,32,261,9,0.9,7,12,2,sweetcorn self-raising flour baking powder English mustard paprika thyme unsalted butter cheddar milk lemon
Easy,1200,600,4,66,437,35,1.8,1,6,0,leek back bacon vegetable stock rice cod parsley lemon
Easy,3600,1200,8,31,363,12,1,5,21,14,red pepper plum tomato ciabatta garlic clove chorizo sherry vinegar olive oil granulated sugar parsley
Easy,900,1800,4,14,244,6,0.1,2,17,7,walnut piece olive oil red onion black treacle sherry vinegar mint green lentil cucumber radish
Easy,1800,600,2,47,671,18,0.5,14,46,4,potato butter olive oil red chilli garlic clove Cajun seasoning sweetcorn black bean egg avocado lime
Easy,0,0,6,29,364,9,1,13,25,0.2,potato butter back bacon Savoy cabbage double cream
More effort,18000,1500,8,54,770,40,2.6,13,43,12,tortilla red onion tomatoes garlic clove ancho chillies Mexican spice mix vegetable oil lemons beef brisket chicken stock bay leaves avocado soured cream coriander white wine vinegar sugar watermelon cumin seeds oregano smoked paprika cloves salt flakes chipotle chilli flakes
Easy,120,300,0,5,58,2,0.2,1,3,0,crackers mozzarella sundried tomato basil leaf
Easy,3300,3600,0,100,851,6,1.2,28,46,77,salted butter light muscovado sugar banana egg natural yogurt vanilla bean paste self-raising flour baking powder custard powder custard powder vanilla bean paste milk salted butter icing sugar white chocolate hundreds and thousands vegetable oil food colouring sweet
Easy,0,900,0,14,78,1,,,,14,strawberries mint leaf Pimmâ€™s lemonade golden caster sugar cucumber
Easy,3600,1200,8,29,152,4,0.1,,3,2,onion thyme olive oil potato vegetable stock
Easy,0,600,5,44,166,1,0.11,,,44,lime caster sugar soda water vodka
More effort,600,1500,0,38,572,5,0.3,28,45,33,bourbon amaretti biscuit salted butter golden caster sugar Turkish delight double cream dark chocolate milk chocolate raspberry crÃ¨me fraÃ®che icing sugar rosewater
Easy,1080,480,2,17,372,44,0.5,3,15,3,cherry tomato olive oil cod lemon soya bean garlic clove basil vegetable stock
More effort,9900,600,8,14,871,46,0.6,13,68,4,rabbit plain flour extra-virgin olive oil rosemary garlic clove dry white wine
Easy,5400,2700,10,104,545,7,1.21,5,14,72,shortcrust pastry flour golden syrup breadcrumb lemon ground ginger egg stem ginger custard
More effort,300,2700,2,74,766,41,1.6,4,33,2,egg yolk Dijon mustard white wine vinegar vegetable oil banana shallot pickled onions cornichon eel chervil lemon plain flour egg panko breadcrumbs sole sunflower oil
Easy,1500,900,6,3,460,46,1.6,6,26,2,chicken thigh red wine olive oil orange garlic clove oregano
Easy,4500,1800,5,35,542,31,0.7,15,31,15,swede potato olive oil onion carrot mushroom lamb tomato tomato purÃ©e butter
Easy,600,600,0,6,63,1,0.08,2,4,6,butter brown sugar condensed milk caramel ground ginger whisky
More effort,2400,1200,4,9,534,32,0.5,16,38,4,lard liver shallot wild mushroom olive oil onion garlic clove thyme sage dry sherry dry white wine chicken stock double cream
Easy,4500,1200,0,24,145,6,0.6,1,2,9,spread wholemeal flour self-raising flour bicarbonate of soda baking powder banana agave syrup egg natural yogurt pecan
Easy,5400,2400,6,73,820,20,1.53,26,52,5,cheddar crÃ¨me fraÃ®che shortcrust pastry potato onion spring onion nutmeg paprika egg
More effort,2700,3600,10,57,740,13,0.9,27,51,37,almond flaked almond almond butter soft cheese caster sugar plain flour vanilla extract egg soured cream cherry cream
Easy,0,3000,8,16,230,18,0.13,2,9,0,new potato parsley olive oil lemon juice chicken breast red onion red pepper lemon tomato chilli garlic clove olive oil white wine vinegar
Easy,1200,1200,8,12,215,5,0.1,7,13,12,whole milk single cream vanilla pod egg yolk golden caster sugar Calvados
Easy,0,600,0,3,42,2,0.44,1,2,0,rye bread Dijon mustard mayonnaise beef cornichon
Easy,720,300,6,1,9,1,,,,1,spring onion
Easy,2700,900,6,15,124,4,0.2,1,5,0,porcini vegetable stock olive oil onion pine nut garlic clove risotto rice white wine egg basil parmesan
Easy,1800,600,4,46,754,36,0.34,21,48,4,olive oil lamb chop potato rosemary garlic clove cherry tomato balsamic vinegar
Easy,1800,900,4,65,544,29,1.5,5,18,15,olive oil onion red pepper chilli flakes garlic clove fennel seed pork mince baguette tomato ketchup lamb's lettuce
Easy,1200,900,4,39,322,19,1.2,2,9,4,prosciutto rapeseed oil red onion garlic clove spaghetti flat mushroom tarragon walnut piece parsley
Easy,0,1500,10,1,20,3,0.8,,1,0,king prawn lemon poppy seed rapeseed oil cucumber
Easy,0,1200,4,44,240,2,0.03,,,43,raspberry red wine caster sugar peach mint
Easy,900,600,6,72,322,3,0.08,0.1,1,24.8,light muscovado sugar cinnamon stick fruit cognac
More effort,1800,2400,2,25,892,48,0.41,21,68,15,olive oil plum tomato thyme garlic clove balsamic vinegar basil leaf lamb olive oil butter garlic clove thyme broad bean bean mangetout olive oil shallot almond olive oil balsamic vinegar
A challenge,7200,7200,5,21,776,62,1.7,19,47,5,chicken pheasant duck breast shallot thyme carrot butter white wine plain flour chicken stock dried porcini butter shallot thyme chestnut pork sausage parsley lemon breadcrumb
Easy,1800,2100,0,40,301,3,0.3,8,14,22,butter golden caster sugar vanilla extract ground cinnamon ground cloves plain flour ground rice mincemeat granulated sugar
Easy,300,1200,4,36,592,5,0.1,29,46,36,rhubarb ginger caster sugar white wine mascarpone double cream icing sugar ginger
More effort,2100,1200,6,28,159,4,0.4,0.1,3,4,rapeseed oil onion breadcrumbs bone marrow meat (ask your butcher for this) thyme parsley
Easy,3000,2100,0,,,,,,,0,olive oil onion garlic clove tomato tomato purÃ©e paprika chilli powder sugar parsley potato olive oil
Easy,2400,300,0,36,207,7,1.3,1,2,4,wholemeal flour sea salt bicarbonate of soda rosemary whole milk lemon honey
Easy,900,600,2,30,467,34,0.2,4,23,5,salmon fillet orange olive oil harissa couscous cucumber red onion parsley flaked almond
Easy,2100,1500,0,78,774,19,1.18,8,45,12,potato plain flour egg breadcrumb oil paneer cashew raisin chilli sugar coriander cardamom vegetable oil onion garlic clove ginger poppy seed peanut vegetable oil tomato chilli powder garam masala almond
Easy,0,300,8,31,208,,,,,31,gin elderflower cordial apple juice apple
Easy,3300,600,4,12,395,31,0.4,16,24,10,groundnut oil onion coriander ginger pepper fenugreek seed mustard seeds cherry tomato coconut milk hake rice
Easy,1800,600,8,2,197,11,1.2,6,16,1,pancetta sage leaf chipolata
Easy,1200,600,4,45,747,31,4.6,17,49,14,sausage vegetable oil large egg bap plum tomato English mustard chilli flakes red wine vinegar
Easy,1200,300,2,16,284,4,0.8,5,12,8,olive oil butter banana shallot garlic cloves button mushrooms flour marsala beef (or vegetable) stock
Easy,1800,1800,12,52,564,7,0.6,19,36,39,large egg golden caster sugar butter self-raising flour pistachio blueberry butter icing sugar cardamom pod double cream pistachio blueberry
Easy,1800,900,0,48,559,5,0.72,23,39,29,butter brown sugar self-raising flour egg walnut coffee mascarpone brown sugar cocoa powder
Easy,600,300,4,31,179,3,0.37,1,6,21,pear butter mixed spice clear honey cornflake flaked almond
Easy,1800,600,0,88,842,46,4.52,14,36,16,vegetable oil red onion garlic clove fajita seasoning kidney bean chicken leg sweetcorn flour tortilla cheese
More effort,3300,3000,6,39,496,10,1.04,17,34,3,butter vegetable stock thyme King Edward potato shallot red chilli acorn squash olive oil chestnut mushroom taleggio cheese sage shallot garlic clove sage white wine vinegar white wine butter thyme
Easy,1500,300,0,16.2,108,3.6,,0.3,3,0.7,plain flour egg replacer milk oil agave syrup
Easy,1500,600,4,53,394,41,0.7,1,3,10,potato turmeric broccoli tamarind mango chutney chicken breast natural yogurt Korma paste spring onion
Easy,0,900,8,4,78,1,0.2,1,3,4,dates cashew nuts dried apricots mixed spice brandy vanilla pod almond milk ice nutmeg
Easy,9000,2400,6,108,1405,81,0.8,37,71,8,vegetable oil beef lemongrass coconut milk desiccated coconut kaffir lime leaf chicken stock tamarind paste golden caster sugar salt chilli shallots ginger galangal lemongrass oil mustard seeds turmeric curry leaf jasmine rice chicken stock
Easy,2700,600,4,73,589,43,0.8,3,15,11,olive oil leek garlic clove pearl barley carrot Dijon mustard chicken stock Savoy cabbage bacon
Easy,0,0,4,58,621,32,1.61,18,30,2.8,sunflower oil pork fillet curry paste peanut butter coconut cream vegetable stock noodle vegetable chilli lime
More effort,900,1500,4,26,510,35,2.3,13,29,3,pancetta vegetable oil liver butter sage thyme shallot chestnut mushroom lemon bread
Easy,300,600,0,3,193,1,1.2,3,19,0,fennel seed orange lemon bay leaf rosemary red chillies olive olive oil
Easy,900,600,2,10,249,16,1.6,9,17,9,spinach prosciutto tomato crÃ¨me fraÃ®che goat's cheese
Easy,0,300,6,25,250,11,1.3,2,13,3,bean red onion coriander oil white wine vinegar tortilla chip
Easy,10800,900,2,64,1114,95,1.93,23,55,52,olive oil lamb onion garlic clove cinnamon stick coriander seed chilli flakes chopped tomato vegetable stock pomegranate molasses apricot fig coriander
Easy,300,300,0,,,,,,,0,cep water unsalted butter button mushroom double cream
More effort,1200,1200,6,46,267,8,0.21,2,7,46,caster sugar water milk egg caster sugar vanilla Cointreau
Easy,600,300,2,21,511,29,1.2,14,34,5,rapeseed oil capers blood orange plain flour lemon sole unsalted butter lemon chilli flakes thyme sprigs parsley spinach
Easy,0,300,0,17,164,,,,,4,dark rum cranberry juice ginger
More effort,14400,2100,8,5,638,54,1.7,13,44,4,goose clove star anise chicken stock cube orange ground cinnamon onion olive oil cranberries orange limes cranberry sauce green chilli thyme leaf
Easy,2700,0,12,10,152,5,0.92,6,10,0,butter garlic clove cheese parsley chilli ciabatta
Easy,1500,1200,4,21,613,36,2,31,42,14,onion groundnut oil garlic clove red chilli ginger coconut cream fish stock pumpkin potato coriander prawns baby spinach leaves lime golden caster sugar fish sauce red chilli lime
Easy,600,300,3,8,102,4,0.04,1,6,6,broccoli olive oil onion garlic clove
Easy,7200,600,4,32,350,30,3.33,4,12,4,gammon bay leaf onion paprika potato spring green cannellini bean
Easy,300,600,2,35,316,11,1.2,8,14,2,butter rosemary garlic clove wild mushroom Marmite parsley sourdough
Easy,1200,900,6,67,403,12,0.6,1,8,11,couscous vegetable stock turmeric ground cinnamon dried apricot red onion caster sugar sunflower oil lemon olive oil coriander mint
Easy,1200,1500,6,13,329,12,0.8,9,24,7,sesame seed beetroot apple feta spring onion oat egg ground cumin turmeric avocado Greek yogurt garlic clove lemon
Easy,3600,900,4,45,484,27,1.83,6,23,13,new potato red onion garlic olive oil maple syrup wholegrain mustard red pepper courgette thyme chicken leg
Easy,1200,600,4,76,556,23,1.5,7,18,4,olive oil leek streaky bacon pasta soft cheese
More effort,4500,0,4,48,434,29,0.73,7,15,0,basmati rice butter vegetable oil onion garlic clove cumin seed cinnamon stick turmeric chicken breast chicken stock broad bean dill
Easy,1200,900,0,27,204,3,0.21,3,10,17,mincemeat pecan pistachio flaked almond dried cranberries apple lemon ready-rolled puff pastry ground almond egg icing sugar
Easy,1200,900,3,76,662,20,3.3,9,31,19,potato sweet potato olive oil nutmeg sausage hot pepper sauce lime brown sugar thyme leaf garlic clove tomato purÃ©e salad
Easy,1500,900,0,39,294,12,0.9,4,10,0,bread olive oil parmesan dolcelatte
Easy,1800,300,8,10,101,1,0.4,3,6,9,baby carrot butter ginger clear honey orange
Easy,1800,600,4,41,569,35,2.81,9,31,13,olive oil sausage carrot onion red wine vinegar bean chicken stock frozen pea Dijon mustard
Easy,0,900,0,15,57,,,,,14,caster sugar strawberry pectin lemon
Easy,0,0,2,47,417,19,2.17,9,18,0,horseradish potato sirloin steak chive crÃ¨me fraÃ®che
Easy,600,300,4,50,275,15,2.38,1,3,11,bean chilli garlic clove passata brown sugar balsamic vinegar baguette parmesan
Easy,2700,1200,0,34,698,42,0.7,9,40,18,olive oil butternut squash shallot leek carrot fennel garlic bulb chicken thighs kale garlic clove pistachio kernels parmesan lemon olive oil
Easy,1500,1200,10,47,392,5,0.5,12,20,28,unsalted butter brown sugar egg vanilla extract self-raising flour cornflour baking powder chocolate chip chocolate chip ice cream
Easy,0,600,5,31,173,14,0.34,,,30,strawberry condensed milk Greek yogurt
Easy,2100,900,4,45,419,11,0.9,8,19,27,sweet potato carrot olive oil onion garlic clove vegetable stock crÃ¨me fraÃ®che
Easy,600,300,6,7,61,1,0.16,2,4,6,baby carrot butter orange juice parsley
More effort,1800,1800,25,52,441,4,1,14,24,38,golden caster sugar butter vanilla bean paste egg self-raising flour baking powder whole milk sprinkle softened butter icing sugar full-fat cream cheese vanilla
Easy,7200,1200,6,20,659,38,2.29,20,49,18,duck leg sugar curry paste coconut fish sauce kaffir lime leaf pineapple chilli basil leaf
Easy,1200,900,0,27,484,35,4.4,13,27,6,butter onion streaky bacon potato vegetable stock sweetcorn haddock double cream parsley
Easy,1800,1200,0,31,183,7,0.74,2,5,3,bread flour white bread yeast salt butter onion olive oil egg cheddar
More effort,4500,1800,0,39,488,23,1.4,12,28,0,olive oil butter onion sausagemeat lemon breadcrumb apricot chestnut thyme cranberry chicken breast pastry egg
Easy,0,1200,8,24,365,5,0.16,15,28,23,instant coffee Tia Maria egg caster sugar double cream Toblerone chocolate
Easy,0,0,0,34.3,170,5.6,0.3,0.2,1.1,2.3,rye wholemeal flour fast-action dried yeast salt honey caraway seed
Easy,1500,900,8,30,295,4,0.6,8,17,11,plain flour puff pastry strawberry jam apple egg golden caster sugar icing eyes
Easy,900,600,4,71,456,21,0.53,5,12,6,penne broccoli sugar snap pea courgette olive oil cream cheese parmesan lemon basil
Easy,0,600,2,1,293,19,3.69,4,24,0,prawn anchovy red chilli mayonnaise Little Gem lettuce lemon
Easy,1800,4500,10,84,875,11,0.27,32,58,82,dark chocolate egg brown sugar cocoa clementine dark chocolate double cream icing sugar double cream crÃ¨me fraÃ®che icing sugar clementine caster sugar clementine silver ball
Easy,900,300,0,62,524,50,0.47,5,10,2,chicken breast olive oil tagliatelle broad bean crÃ¨me fraÃ®che lemon parmesan parsley
Easy,720,900,0,17,148,2,0.12,5,8,7,butter golden caster sugar egg yolk ground almond toffee apple self-raising flour milk
Easy,12600,2100,8,15,306,29,0.5,5,15,11,olive oil braising steak onion garlic clove ginger saffron cinnamon sticks ground coriander harissa ground almond beef stock bay leaf dried cranberries
Easy,5400,600,0,35,206,15,1.96,,2,7,noodle beansprout pak choi red chilli soy sauce honey lime spring onion mint chicken ginger garlic clove spring onion peppercorn
More effort,2100,1200,4,14,322,21,1.5,17,21,6,scallop groundnut oil mustard seed cumin seed onion chilli garlic clove ginger curry leaf ground turmeric coconut milk cherry tomato lime juice coriander rice
Easy,10800,600,6,2,585,45,0.83,16,44,0,fennel seed peppercorn thyme garlic clove olive oil pork belly lemon
Easy,2400,300,8,15,97,1,,,3,8,parsnip vegetable oil maple syrup thyme sprig
More effort,1200,2400,8,22,443,29,1.23,5,27,8,red pepper chickpea parsley red chilli garlic clove olive oil squid chorizo lemon
Easy,600,300,2,1,121,10,0.48,2,8,0.1,egg miso sesame seeds paprika
Easy,0,900,6,3,129,7,0.85,2,10,2,pepper tuna egg red onion black olive sherry vinegar extra-virgin olive oil flat-leaf parsley
Easy,2400,1200,8,79,605,7,0.7,17,30,53,butter plain flour caster sugar large egg vanilla extract baking powder soured cream grapefruit poppy seed caster sugar butter grapefruit
Easy,0,600,2,22,277,20,0.2,3,12,7,natural yogurt tuna rice frozen pea red pepper avocado lime coriander Baby Gem lettuce
More effort,4500,2400,4,27,897,36,1.09,14,72,2,lemon sole samphire baking potato garlic olive oil parmesan egg yolk pasta caper flat-leaf parsley egg yolk zest olive oil double cream fish stock baby spinach flat-leaf parsley
Easy,300,900,4,38,536,15,2.5,7,36,6,hot dogs honey mayo gochujang rice wine vinegar hot dog buns kimchi carrot sesame seeds
Easy,600,600,4,25,430,20,1.61,3,29,6,egg avocado pinto bean red onion coriander cherry tomato dressing red chilli cumin
Easy,0,900,2,26,257,8,0.2,3,10,22,chia seeds coconut drinking milk nectarine goji berries raspberry lemon juice maple syrup
Easy,5400,1800,8,14,208,26,1.2,1,5,3,oil stuffing pork shoulder liver mace onion sunflower oil sugar red wine vinegar plain flour beef stock parsley mash
Easy,5100,900,4,16,630,58,0.86,10,38,10,chicken breast chicken thigh olive oil shallot garlic clove ginger cumin seed coriander seed cinnamon sticks saffron ground ginger chilli butternut squash chicken stock clear honey coriander
Easy,1500,900,6,27,393,7,0.55,14,29,17,butter raspberry ground almond plain flour golden caster sugar egg egg yolk double cream
Easy,1200,1500,2,57,980,31,0.9,27,68,7,shallot garlic clove pheasant breadcrumbs lemon natural yogurt large egg pistachio flat-leaf parsley nutmeg olive oil rosemary orzo baby spinach crÃ¨me fraÃ®che parmesan
More effort,9000,600,8,4,694,63,1.43,20,46,2,rock salt black peppercorn garlic clove rosemary parsley olive oil beef onion red wine beef stock
Easy,1200,1200,4,59,519,32,2.1,3,16,20,cucumber carrot white wine vinegar vegetable oil chicken thigh garlic clove ginger light brown soft sugar soy sauce flour tortilla Little Gem lettuce
Easy,900,300,0,13,118,1,0.13,4,7,5,butter caster sugar egg yolk vanilla extract plain flour
Easy,5400,1200,4,46,383,4,0.2,17,19,42,chickpeas caster sugar berries icing sugar rose water yogurt rose petals
Easy,720,600,8,11,138,12,1.2,2,6,2,olive oil dill smoked salmon salmon fillet cream cheese spring onion bagel
Easy,0,900,2,17,644,34,2.5,11,47,3,red chilli lemon mackerel courgette butter beans extra virgin olive oil parsley feta
Easy,480,1800,0,23,398,21,1.3,6,24,4,egg mayonnaise cayenne pepper cooked salmon hot-smoked salmon rolls cream cheese smoked salmon lemon cucumber Greek yogurt dill bread
Easy,300,1200,0,26,296,3,0.2,11,20,19,butter golden syrup dark chocolate milk chocolate coconut Nice biscuits banana chip tropical fruit Brazil nut marshmallow desiccated coconut stem ginger
More effort,1500,1800,4,40,747,38,2.4,17,44,4,Savoy cabbage olive oil butter pigeon pancetta plain flour puff pastry egg shallot plain flour blackberry CrÃ¨me de Cassis port red wine beef stock
Easy,180,1200,6,4,63,4,0.1,,2,2,courgette lemon asparagus spear frozen pea frozen broad bean extra virgin olive oil parsley
Easy,300,900,4,15,154,1,0.2,7,10,0,pear butter chilli ginger crÃ¨me fraÃ®che
More effort,2100,2700,0,48,365,14,1.7,5,12,4,bread flour flour fast-action dried yeast rapeseed oil golden caster sugar rosemary rapeseed oil streaky bacon mature cheddar beetroot
More effort,1200,1200,4,63,609,2,0.7,19,36,26,milk plain flour fast-action dried yeast golden caster sugar vegetable oil clear honey unsalted butter
Easy,1200,0,4,57,457,8,1.25,13,24,9,frozen fruits of the forest cookie dough
Easy,2400,1500,4,22,603,31,3.6,9,43,21,Sichuan peppercorn cucumber carrot spring onion sesame oil lime coriander chicken drumstick olive oil Chinese five-spice powder peanut butter soy sauce rice vinegar sesame oil granulated sugar red chilli
Easy,1200,300,2,5,200,7,2.18,6,17,3,ricotta olive oil coriander seed black pepper molasses
Easy,1200,900,2,34,747,66,1.9,6,38,5,bread extra virgin olive oil lemon tuna steak anchovy fillet garlic clove mayonnaise buttermilk Dijon mustard Worcestershire sauce parmesan cavolo nero
Easy,3900,3600,10,81,643,7,0.5,19,32,54,unsalted butter clear honey brown sugar self-raising flour ground ginger ground cinnamon ground cloves ground nutmeg pepper large egg jam double cream dark chocolate clear honey gold powder
Easy,2100,1800,4,63,482,18,0.6,2,14,26,rapeseed oil onion leek garlic clove ground coriander ground cumin chilli flakes ground cinnamon tomatoes red pepper yellow pepper chickpea split red lentils sweet potato orange coriander bio-yogurt
Easy,600,2400,0,9,261,39,2.72,1,8,5,lemongrass lime leaf red chilli garlic clove root ginger chicken breast vegetable oil sesame oil chilli powder fish sauce red onion lime juice mint Baby Gem lettuce cucumber beansprout lime
Easy,1500,8100,6,43,365,9,0.71,10,19,11,flour butter caster sugar yeast egg egg sugar
Easy,3000,1200,6,32,241,7,0.36,1,9,15,new potato fennel bulb carrot pepper red onion extra-virgin olive oil cumin seed fennel seed coriander garlic clove chopped tomato chickpea red wine orange cinnamon stick prune couscous
Easy,900,1800,0,7,78,2,,,5,7,egg white lemon juice icing sugar ground almond ground cinnamon ground ginger
Easy,720,300,2,67,441,25,0.62,2,8,6,linguine olive oil garlic clove white wine crÃ¨me fraÃ®che lemon prawn chive
More effort,7200,600,6,18,185,2,0.1,7,12,14,double cream Earl Grey tea bag custard golden caster sugar digestive biscuit
Easy,2100,600,4,56,387,15,2.81,3,14,22,olive oil onion sweet potato carrot parsnip red chilli ground cumin lentil vegetable stock milk Greek yogurt coriander
Easy,300,120,4,37,304,11,0.4,8,13,36,whole milk NestlÃ© Carnation Caramel milk
More effort,1800,2700,0,68,389,9,0.6,3,8,27,milk lemon butter strong white flour ground cinnamon golden caster sugar fast-action dried yeast large egg vegetable oil marzipan mixed dried fruit candied lemon peel lemon curd butter
Easy,9000,1800,4,43,638,62,1.5,6,20,24,olive oil pork shoulder steak cider rashers onion carrot bay leaf thyme sprig lemon Jerusalem artichoke plain flour chicken stock butter
Easy,1500,1800,4,32,419,11,0.7,14,26,15,olive oil onion cauliflower milk vegetable stock double cream chestnut parmesan
Easy,1800,600,4,10,210,12,0.5,3,13,7,olive oil leek onion baby spinach breadcrumb parmesan sundried tomato medium egg
Easy,600,600,4,78,572,24,0.68,9,20,4,linguine frozen pea crÃ¨me fraÃ®che lemon ham
Easy,1200,1200,4,13,546,29,3.9,22,42,12,halloumi cheese red pepper olive oil oregano red cabbage extra virgin olive oil lemon parsley pitta bread
Easy,1800,1800,6,43,342,13,1.8,5,14,13,watermelon feta cheese black olive parsley red onion olive oil bread olive oil plain flour egg white sesame seed
Easy,2100,1800,0,35,201,6,1,,3,0,bread flour fast-action dried yeast salt olive oil water
Easy,0,600,4,11,182,11,2.1,7,10,2,cannellini bean feta cheese lemon juice garlic clove chive
Easy,2100,1800,0,41,435,9,0.7,16,26,31,butter chocolate digestives cream cheese caramel sauce vanilla extract golden caster sugar plain flour eggs
Easy,10800,300,0,0.4,18,1.5,0.08,0.3,1,0.3,chicken carrot onion leek celery garlic clove bouquet garni peppercorn clove
Easy,600,900,12,13,125,7,1.1,2,5,3,smoked back bacon wholemeal bread soft cheese carrot Little Gem lettuce cucumber tomato
Easy,0,3300,4,33,157,2,0.03,,,27,rhubarb red wine redcurrant jelly orange root ginger golden caster sugar
Easy,0,300,2,21,445,24,2.38,18,30,6,leek ham parmesan crÃ¨me fraÃ®che bread
Easy,900,300,4,64,537,34,2.1,4,14,1,penne olive oil caper pitted black olives lime tuna parmesan basil
Easy,3900,900,4,48,443,20,0.8,9,19,8,onion olive oil courgette aubergine tomato risotto rice egg cheddar
Easy,600,300,4,82,462,15,0.03,2,11,4,olive oil garlic clove red chilli lemon pasta pea basil
Easy,4800,600,0,10,52,1,0.1,0.1,0.5,10,beetroot caster sugar white wine vinegar star anise clove allspice bay leaf balsamic vinegar olive oil
Easy,900,600,2,20,558,23,2.1,8,43,8,new potato mackerel spring onion beetroot dill olive oil lemon caraway seed
More effort,1800,2700,0,80,467,9,0.4,5,13,41,orange Cointreau dried cranberries dried fruit bread flour yeast caster sugar nutmeg butter egg milk sunflower oil pistachio marzipan icing sugar
Easy,1200,1500,0,40,295,2,0.7,3,14,28,self-raising flour golden caster sugar bicarbonate of soda mayonnaise banana vanilla extract chocolate chip margarine icing sugar milk peanut butter
Easy,600,1200,2,25,328,28,2.94,2,14,10,tilapia fillet cornflour sunflower oil spring onion garlic clove ginger soy sauce brown sugar lime red chilli basil
Easy,900,600,6,30,424,29,2.42,10,22,1,olive oil shallot chorizo chicken breast tomato tortilla cheddar coriander
Easy,4500,1200,0,10,39,,0.1,,,8,chickpea golden caster sugar soya cream
Easy,0,1200,4,3,306,36,0.24,8,17,0,vine tomato red onion red chilli coriander lamb
More effort,1500,1500,2,64,758,43,1,6,32,9,tomato fusilli olive oil garlic clove king prawn scallop mussel white wine saffron lemon single cream parsley pine nuts
Easy,3300,900,2,106,1187,23,1.5,12,72,11,tomato extra virgin olive oil rosemary sprigs bay leaf garlic clove banana shallot spaghetti ricotta sourdough extra virgin olive oil anchovies lemon chilli flakes
Easy,1500,900,0,44,329,8,0.6,7,13,9,self-raising flour baking powder golden caster sugar lemon butter blueberry single cream vanilla extract large egg
Easy,2100,900,6,21,341,11,0.6,11,24,2,olive oil courgette ricotta large egg basil nutmeg parmesan garlic clove ready-rolled puff pastry flour
Easy,720,1200,0,32,328,5,0.59,10,19,21,butter light brown sugar golden caster sugar egg vanilla extract plain flour cocoa powder bicarbonate of soda pumpkin seeds dark chocolate sea salt
Easy,1800,600,2,26,217,26,2.52,0.4,2,1,chicken chicken breast root ginger garlic clove rice sweetcorn mushroom spring onion soy sauce mint
Easy,0,300,8,1,183,1,0.02,11,19,1,double cream whisky icing sugar
Easy,14400,1200,4,17,649,42,1.3,20,45,10,lamb shoulder olive oil onion carrots ras-el-hanout ground cumin tomato purÃ©e stock cube sweet potato cherries honey coriander couscous
Easy,1200,600,6,6,194,7,0.1,5,16,6,aubergine olive oil Greek yogurt tahini paste garlic clove lemon coriander
Easy,1500,600,6,18,200,3,0.45,10,13,16,vegetable oil onion garlic clove ginger chilli curry powder carrot lemongrass orange coconut milk vegetable stock
Easy,0,0,2,11,195,22,0.75,1,7,0,sunflower oil red onion garlic clove ginger chilli tomato chicken masala yogurt coriander
